{'time': 1668258000, 'data': [{'win': 1, 'Source': 'Xz', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 6, 'rTemp': 5, 'wSpeed': 4.44, 'wDir': 11, 'Hum': 27}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 4.94, 'rTemp': 2.01, 'wSpeed': 3.63, 'wDir': 12, 'Hum': 26}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '多云', 'Id': 1, 'Temp': 6.5, 'rTemp': 2.6, 'wSpeed': 4.56, 'wDir': 0.0, 'Hum': 37}]}
{'time': 1668362400, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 3, 'rTemp': 2, 'wSpeed': 0.56, 'wDir': 217, 'Hum': 66}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'broken clouds', 'Id': 1, 'Temp': -1.06, 'rTemp': -1.06, 'wSpeed': 0.81, 'wDir': 238, 'Hum': 48}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 2.2, 'rTemp': 0.8, 'wSpeed': 2.44, 'wDir': 225.0, 'Hum': 61}]}
{'time': 1668366000, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 1, 'rTemp': 2, 'wSpeed': 1.11, 'wDir': 215, 'Hum': 75}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': -1.06, 'rTemp': -1.06, 'wSpeed': 0.4, 'wDir': 253, 'Hum': 48}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 1.7, 'rTemp': 0.4, 'wSpeed': 2.36, 'wDir': 225.0, 'Hum': 65}]}
{'time': 1668369600, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 0, 'rTemp': 1, 'wSpeed': 0.56, 'wDir': 223, 'Hum': 80}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': -1.06, 'rTemp': -1.06, 'wSpeed': 0.21, 'wDir': 255, 'Hum': 48}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 1.2, 'rTemp': 0.0, 'wSpeed': 2.31, 'wDir': 248.0, 'Hum': 67}]}
{'time': 1668373200, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': -1, 'rTemp': -3, 'wSpeed': 0.28, 'wDir': 228, 'Hum': 85}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'overcast clouds', 'Id': 1, 'Temp': -2.06, 'rTemp': -2.06, 'wSpeed': 0.2, 'wDir': 199, 'Hum': 49}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 0.7, 'rTemp': -0.3, 'wSpeed': 2.19, 'wDir': 338.0, 'Hum': 68}]}
{'time': 1668376800, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': -1, 'rTemp': -1, 'wSpeed': 0.28, 'wDir': 20, 'Hum': 84}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'broken clouds', 'Id': 1, 'Temp': -3.06, 'rTemp': -3.06, 'wSpeed': 0.08, 'wDir': 276, 'Hum': 50}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': -0.9, 'rTemp': -1.8, 'wSpeed': 2.14, 'wDir': 23.0, 'Hum': 74}]}
{'time': 1668380400, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': -1, 'rTemp': -1, 'wSpeed': 0.28, 'wDir': 87, 'Hum': 85}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'broken clouds', 'Id': 1, 'Temp': -3.06, 'rTemp': -3.06, 'wSpeed': 0.18, 'wDir': 335, 'Hum': 50}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': -0.8, 'rTemp': -1.7, 'wSpeed': 2.14, 'wDir': 23.0, 'Hum': 74}]}
{'time': 1668384000, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 0, 'rTemp': -1, 'wSpeed': 0.28, 'wDir': 207, 'Hum': 87}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'broken clouds', 'Id': 1, 'Temp': -3.06, 'rTemp': -3.06, 'wSpeed': 0.15, 'wDir': 194, 'Hum': 48}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': -0.8, 'rTemp': -1.8, 'wSpeed': 2.19, 'wDir': 0.0, 'Hum': 84}]}
{'time': 1668387600, 'data': [{'win': 1, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 3, 'rTemp': 2, 'wSpeed': 1.11, 'wDir': 54, 'Hum': 70}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 2.94, 'rTemp': 2.94, 'wSpeed': 0.43, 'wDir': 228, 'Hum': 46}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 0.5, 'rTemp': 0.1, 'wSpeed': 2.36, 'wDir': 338.0, 'Hum': 84}]}
{'time': 1668391200, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 5, 'rTemp': 4, 'wSpeed': 0.56, 'wDir': 17, 'Hum': 60}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 3.94, 'rTemp': 3.94, 'wSpeed': 0.32, 'wDir': 301, 'Hum': 40}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 3.1, 'rTemp': 4.2, 'wSpeed': 2.19, 'wDir': 293.0, 'Hum': 73}]}
{'time': 1668394800, 'data': [{'win': 1, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 7, 'rTemp': 6, 'wSpeed': 0.56, 'wDir': 111, 'Hum': 51}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 5.94, 'rTemp': 5.94, 'wSpeed': 0.18, 'wDir': 196, 'Hum': 36}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 5.1, 'rTemp': 7.7, 'wSpeed': 1.89, 'wDir': 248.0, 'Hum': 64}]}
{'time': 1668398400, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 9, 'rTemp': 8, 'wSpeed': 0.28, 'wDir': 71, 'Hum': 48}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 7.94, 'rTemp': 7.49, 'wSpeed': 1.34, 'wDir': 196, 'Hum': 32}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 6.9, 'rTemp': 10.3, 'wSpeed': 1.78, 'wDir': 225.0, 'Hum': 56}]}
{'time': 1668402000, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 9, 'rTemp': 9, 'wSpeed': 1.67, 'wDir': 177, 'Hum': 45}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 9.94, 'rTemp': 9.09, 'wSpeed': 2.04, 'wDir': 200, 'Hum': 30}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 8.5, 'rTemp': 9.6, 'wSpeed': 2.92, 'wDir': 180.0, 'Hum': 48}]}
{'time': 1668405600, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 11, 'rTemp': 11, 'wSpeed': 0.56, 'wDir': 162, 'Hum': 40}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 11.94, 'rTemp': 9.89, 'wSpeed': 2.17, 'wDir': 193, 'Hum': 27}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 10.2, 'rTemp': 9.9, 'wSpeed': 3.81, 'wDir': 158.0, 'Hum': 44}]}
{'time': 1668409200, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 12, 'rTemp': 13, 'wSpeed': 1.67, 'wDir': 205, 'Hum': 39}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 11.94, 'rTemp': 9.92, 'wSpeed': 2.72, 'wDir': 190, 'Hum': 28}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 12.0, 'rTemp': 11.5, 'wSpeed': 3.92, 'wDir': 158.0, 'Hum': 44}]}
{'time': 1668412800, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 11, 'rTemp': 11, 'wSpeed': 1.39, 'wDir': 267, 'Hum': 40}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 11.94, 'rTemp': 9.97, 'wSpeed': 2.29, 'wDir': 186, 'Hum': 30}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 10.9, 'rTemp': 9.9, 'wSpeed': 3.75, 'wDir': 158.0, 'Hum': 48}]}
{'time': 1668416400, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 10, 'rTemp': 12, 'wSpeed': 2.5, 'wDir': 207, 'Hum': 44}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 8.94, 'rTemp': 7.96, 'wSpeed': 2, 'wDir': 179, 'Hum': 34}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 10.0, 'rTemp': 8.3, 'wSpeed': 3.61, 'wDir': 158.0, 'Hum': 54}]}
{'time': 1668420000, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 8, 'rTemp': 9, 'wSpeed': 1.11, 'wDir': 211, 'Hum': 53}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 7.94, 'rTemp': 6.5, 'wSpeed': 2.35, 'wDir': 190, 'Hum': 37}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 8.3, 'rTemp': 6.0, 'wSpeed': 3.33, 'wDir': 158.0, 'Hum': 63}]}
{'time': 1668423600, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 8, 'rTemp': 7, 'wSpeed': 1.11, 'wDir': 244, 'Hum': 56}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 6.94, 'rTemp': 5.57, 'wSpeed': 2.06, 'wDir': 205, 'Hum': 40}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 6.6, 'rTemp': 4.5, 'wSpeed': 3.03, 'wDir': 158.0, 'Hum': 69}]}
{'time': 1668427200, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 5, 'rTemp': 4, 'wSpeed': 0.56, 'wDir': 208, 'Hum': 67}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 2.94, 'rTemp': 1.41, 'wSpeed': 1.64, 'wDir': 218, 'Hum': 42}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 5.3, 'rTemp': 3.4, 'wSpeed': 2.83, 'wDir': 225.0, 'Hum': 73}]}
{'time': 1668430800, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 4, 'rTemp': 3, 'wSpeed': 0.56, 'wDir': 34, 'Hum': 76}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 2.94, 'rTemp': 2.94, 'wSpeed': 1.15, 'wDir': 243, 'Hum': 43}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 4.5, 'rTemp': 2.7, 'wSpeed': 2.72, 'wDir': 248.0, 'Hum': 76}]}
{'time': 1668434400, 'data': [{'win': 1, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 4, 'rTemp': 3, 'wSpeed': 0.56, 'wDir': 273, 'Hum': 79}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 1.94, 'rTemp': 1.94, 'wSpeed': 1.05, 'wDir': 292, 'Hum': 43}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 3.7, 'rTemp': 1.8, 'wSpeed': 2.72, 'wDir': 248.0, 'Hum': 79}]}
{'time': 1668438000, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 3, 'rTemp': 3, 'wSpeed': 0.56, 'wDir': 48, 'Hum': 82}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': 0.94, 'rTemp': 0.94, 'wSpeed': 1.31, 'wDir': 323, 'Hum': 43}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 2.9, 'rTemp': 1.0, 'wSpeed': 2.72, 'wDir': 315.0, 'Hum': 81}]}
{'time': 1668441600, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 3, 'rTemp': 2, 'wSpeed': 0.28, 'wDir': 20, 'Hum': 86}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': -0.06, 'rTemp': -0.06, 'wSpeed': 1.26, 'wDir': 341, 'Hum': 42}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 2.3, 'rTemp': 0.5, 'wSpeed': 2.61, 'wDir': 0.0, 'Hum': 83}]}
{'time': 1668445200, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 3, 'rTemp': 2, 'wSpeed': 0.56, 'wDir': 180, 'Hum': 85}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': -0.06, 'rTemp': -1.84, 'wSpeed': 1.51, 'wDir': 334, 'Hum': 41}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 1.8, 'rTemp': 0.0, 'wSpeed': 2.61, 'wDir': 0.0, 'Hum': 82}]}
{'time': 1668448800, 'data': [{'win': 1, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 2, 'rTemp': 0, 'wSpeed': 1.39, 'wDir': 331, 'Hum': 90}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': -0.06, 'rTemp': -2.15, 'wSpeed': 1.72, 'wDir': 334, 'Hum': 38}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 1.4, 'rTemp': -0.7, 'wSpeed': 2.72, 'wDir': 0.0, 'Hum': 81}]}
{'time': 1668452400, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 1, 'rTemp': -1, 'wSpeed': 1.39, 'wDir': 334, 'Hum': 91}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': -0.06, 'rTemp': -2.4, 'wSpeed': 1.9, 'wDir': 329, 'Hum': 37}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 0.0, 'rTemp': -2.4, 'wSpeed': 2.83, 'wDir': 23.0, 'Hum': 85}]}
{'time': 1668456000, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 3, 'rTemp': 1, 'wSpeed': 0.28, 'wDir': 221, 'Hum': 88}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': -1.06, 'rTemp': -4.02, 'wSpeed': 2.27, 'wDir': 326, 'Hum': 36}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 1.2, 'rTemp': -1.7, 'wSpeed': 3.19, 'wDir': 0.0, 'Hum': 77}]}
{'time': 1668459600, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 1, 'rTemp': -1, 'wSpeed': 0.56, 'wDir': 113, 'Hum': 91}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': -0.06, 'rTemp': -3.07, 'wSpeed': 2.48, 'wDir': 326, 'Hum': 35}, {'win': 1, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 1.3, 'rTemp': -2.3, 'wSpeed': 3.61, 'wDir': 0.0, 'Hum': 72}]}
{'time': 1668463200, 'data': [{'win': 0, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 1, 'rTemp': -1, 'wSpeed': 0.56, 'wDir': 45, 'Hum': 89}, {'win': 1, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': -2.06, 'rTemp': -5.65, 'wSpeed': 2.67, 'wDir': 325, 'Hum': 35}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 4.2, 'rTemp': 0.8, 'wSpeed': 3.75, 'wDir': 0.0, 'Hum': 63}]}
{'time': 1668466800, 'data': [{'win': 1, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 0, 'rTemp': 7, 'wSpeed': 0.56, 'wDir': 215, 'Hum': 89}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': -2.06, 'rTemp': -5.67, 'wSpeed': 2.69, 'wDir': 324, 'Hum': 35}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 2.8, 'rTemp': -0.7, 'wSpeed': 3.61, 'wDir': 0.0, 'Hum': 73}]}
{'time': 1668470400, 'data': [{'win': 1, 'Source': 'Xz', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 2, 'rTemp': 0, 'wSpeed': 0.56, 'wDir': 255, 'Hum': 93}, {'win': 0, 'Source': 'Op', 'City': 'BJ', 'Condition': 'clear sky', 'Id': 0, 'Temp': -1.06, 'rTemp': -4.62, 'wSpeed': 2.84, 'wDir': 321, 'Hum': 32}, {'win': 0, 'Source': 'MS', 'City': 'BJ', 'Condition': '晴', 'Id': 0, 'Temp': 3.8, 'rTemp': 0.3, 'wSpeed': 3.81, 'wDir': 248.0, 'Hum': 69}]}
